                                                                                                     
{'loss': 0.6931, 'grad_norm': 126.0, 'learning_rate': 0.0, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -73.44515228271484, 'logps/rejected': -77.38186645507812, 'logits/chosen': 0.7641758322715759, 'logits/rejected': 0.41689828038215637, 'epoch': 0.0}
{'loss': 0.6186, 'grad_norm': 126.5, 'learning_rate': 9.559265724088723e-05, 'rewards/chosen': -26.17856216430664, 'rewards/rejected': -29.20450210571289, 'rewards/accuracies': 0.75, 'rewards/margins': 3.025941848754883, 'logps/chosen': -351.1402587890625, 'logps/rejected': -368.16473388671875, 'logits/chosen': -0.9899359345436096, 'logits/rejected': -1.0515460968017578, 'epoch': 0.22}
{'loss': 1.5638, 'grad_norm': 122.5, 'learning_rate': 9.553173864274567e-05, 'rewards/chosen': -20.394357681274414, 'rewards/rejected': -23.087905883789062, 'rewards/accuracies': 0.75, 'rewards/margins': 2.6935486793518066, 'logps/chosen': -269.32452392578125, 'logps/rejected': -307.3240966796875, 'logits/chosen': -1.0660513639450073, 'logits/rejected': -1.081348180770874, 'epoch': 0.22}
{'loss': 1.1652, 'grad_norm': 60.75, 'learning_rate': 9.547042160304624e-05, 'rewards/chosen': -23.392927169799805, 'rewards/rejected': -25.015060424804688, 'rewards/accuracies': 0.75, 'rewards/margins': 1.6221299171447754, 'logps/chosen': -326.6029357910156, 'logps/rejected': -332.1717224121094, 'logits/chosen': -0.997147262096405, 'logits/rejected': -0.9999803900718689, 'epoch': 0.22}
{'loss': 0.7427, 'grad_norm': 104.5, 'learning_rate': 9.540870665836535e-05, 'rewards/chosen': -11.586483001708984, 'rewards/rejected': -11.892160415649414, 'rewards/accuracies': 0.5, 'rewards/margins': 0.30567705631256104, 'logps/chosen': -179.7623291015625, 'logps/rejected': -196.66116333007812, 'logits/chosen': -0.7545052766799927, 'logits/rejected': -0.7287569046020508, 'epoch': 0.23}
{'loss': 1.4384, 'grad_norm': 145.0, 'learning_rate': 9.534659434876141e-05, 'rewards/chosen': -20.937023162841797, 'rewards/rejected': -20.22128677368164, 'rewards/accuracies': 0.25, 'rewards/margins': -0.7157368659973145, 'logps/chosen': -281.62213134765625, 'logps/rejected': -279.8858642578125, 'logits/chosen': -0.8329964876174927, 'logits/rejected': -0.8638669848442078, 'epoch': 0.23}
{'loss': 0.8492, 'grad_norm': 190.0, 'learning_rate': 9.528408521777013e-05, 'rewards/chosen': -27.999195098876953, 'rewards/rejected': -29.439437866210938, 'rewards/accuracies': 0.5, 'rewards/margins': 1.4402408599853516, 'logps/chosen': -357.56195068359375, 'logps/rejected': -378.0922546386719, 'logits/chosen': -1.213207483291626, 'logits/rejected': -1.421891212463379, 'epoch': 0.23}
{'loss': 0.5331, 'grad_norm': 84.5, 'learning_rate': 9.522117981239973e-05, 'rewards/chosen': -37.96688461303711, 'rewards/rejected': -38.76124572753906, 'rewards/accuracies': 0.75, 'rewards/margins': 0.7943601608276367, 'logps/chosen': -452.6991882324219, 'logps/rejected': -460.6807556152344, 'logits/chosen': -1.5331006050109863, 'logits/rejected': -1.6314127445220947, 'epoch': 0.23}
{'loss': 1.08, 'grad_norm': 96.0, 'learning_rate': 9.515787868312619e-05, 'rewards/chosen': -50.920475006103516, 'rewards/rejected': -52.41252899169922, 'rewards/accuracies': 0.5, 'rewards/margins': 1.492055892944336, 'logps/chosen': -621.3698120117188, 'logps/rejected': -625.211181640625, 'logits/chosen': -0.9118167161941528, 'logits/rejected': -0.944499135017395, 'epoch': 0.23}
{'loss': 6.1916, 'grad_norm': 302.0, 'learning_rate': 9.509418238388837e-05, 'rewards/chosen': -58.312625885009766, 'rewards/rejected': -53.45548629760742, 'rewards/accuracies': 0.25, 'rewards/margins': -4.857139587402344, 'logps/chosen': -662.3809204101562, 'logps/rejected': -623.4475708007812, 'logits/chosen': -1.0500662326812744, 'logits/rejected': -1.121398687362671, 'epoch': 0.23}
{'loss': 3.0137, 'grad_norm': 118.5, 'learning_rate': 9.503009147208323e-05, 'rewards/chosen': -42.59593963623047, 'rewards/rejected': -46.130165100097656, 'rewards/accuracies': 0.75, 'rewards/margins': 3.5342283248901367, 'logps/chosen': -499.7084045410156, 'logps/rejected': -534.578857421875, 'logits/chosen': -0.8262746334075928, 'logits/rejected': -1.0912728309631348, 'epoch': 0.23}
{'loss': 1.7821, 'grad_norm': 114.0, 'learning_rate': 9.496560650856097e-05, 'rewards/chosen': -35.34089279174805, 'rewards/rejected': -34.6278076171875, 'rewards/accuracies': 0.5, 'rewards/margins': -0.7130851745605469, 'logps/chosen': -435.1750793457031, 'logps/rejected': -414.4056701660156, 'logits/chosen': -1.3902870416641235, 'logits/rejected': -1.401383399963379, 'epoch': 0.23}
{'loss': 0.8634, 'grad_norm': 87.5, 'learning_rate': 9.490072805761999e-05, 'rewards/chosen': -27.845317840576172, 'rewards/rejected': -27.580928802490234, 'rewards/accuracies': 0.25, 'rewards/margins': -0.26438474655151367, 'logps/chosen': -351.3148193359375, 'logps/rejected': -343.59283447265625, 'logits/chosen': -1.158465027809143, 'logits/rejected': -1.165318489074707, 'epoch': 0.23}
{'loss': 0.9986, 'grad_norm': 71.5, 'learning_rate': 9.48354566870021e-05, 'rewards/chosen': -24.592182159423828, 'rewards/rejected': -26.367942810058594, 'rewards/accuracies': 0.5, 'rewards/margins': 1.775759220123291, 'logps/chosen': -305.18084716796875, 'logps/rejected': -379.67535400390625, 'logits/chosen': -0.8850323557853699, 'logits/rejected': -1.1325325965881348, 'epoch': 0.23}
{'loss': 0.2672, 'grad_norm': 22.0, 'learning_rate': 9.476979296788747e-05, 'rewards/chosen': -20.730113983154297, 'rewards/rejected': -22.886699676513672, 'rewards/accuracies': 0.75, 'rewards/margins': 2.156585216522217, 'logps/chosen': -274.5627746582031, 'logps/rejected': -286.226318359375, 'logits/chosen': -0.9468474388122559, 'logits/rejected': -0.9949885606765747, 'epoch': 0.23}
{'loss': 0.4092, 'grad_norm': 64.0, 'learning_rate': 9.470373747488966e-05, 'rewards/chosen': -22.77225685119629, 'rewards/rejected': -26.124483108520508, 'rewards/accuracies': 0.75, 'rewards/margins': 3.3522281646728516, 'logps/chosen': -299.0682373046875, 'logps/rejected': -330.1888732910156, 'logits/chosen': -0.912350058555603, 'logits/rejected': -1.1174286603927612, 'epoch': 0.23}
{'loss': 0.4135, 'grad_norm': 65.5, 'learning_rate': 9.463729078605062e-05, 'rewards/chosen': -28.747962951660156, 'rewards/rejected': -30.67925262451172, 'rewards/accuracies': 0.75, 'rewards/margins': 1.9312920570373535, 'logps/chosen': -366.3875732421875, 'logps/rejected': -382.2932434082031, 'logits/chosen': -1.1283248662948608, 'logits/rejected': -1.2281336784362793, 'epoch': 0.24}
{'loss': 3.499, 'grad_norm': 208.0, 'learning_rate': 9.457045348283552e-05, 'rewards/chosen': -31.116130828857422, 'rewards/rejected': -31.329578399658203, 'rewards/accuracies': 0.5, 'rewards/margins': 0.21344709396362305, 'logps/chosen': -383.32135009765625, 'logps/rejected': -395.25164794921875, 'logits/chosen': -0.8845216631889343, 'logits/rejected': -0.905500054359436, 'epoch': 0.24}
{'loss': 0.5415, 'grad_norm': 65.0, 'learning_rate': 9.450322615012783e-05, 'rewards/chosen': -18.082178115844727, 'rewards/rejected': -20.240583419799805, 'rewards/accuracies': 0.75, 'rewards/margins': 2.1584067344665527, 'logps/chosen': -260.40142822265625, 'logps/rejected': -290.4674072265625, 'logits/chosen': -0.8114180564880371, 'logits/rejected': -1.1180262565612793, 'epoch': 0.24}
{'loss': 1.1164, 'grad_norm': 79.5, 'learning_rate': 9.443560937622403e-05, 'rewards/chosen': -14.472893714904785, 'rewards/rejected': -15.5199613571167, 'rewards/accuracies': 0.75, 'rewards/margins': 1.0470669269561768, 'logps/chosen': -209.75616455078125, 'logps/rejected': -249.39393615722656, 'logits/chosen': -0.7068774700164795, 'logits/rejected': -1.027393102645874, 'epoch': 0.24}
{'loss': 3.9613, 'grad_norm': 156.0, 'learning_rate': 9.436760375282859e-05, 'rewards/chosen': -18.413944244384766, 'rewards/rejected': -15.040596961975098, 'rewards/accuracies': 0.25, 'rewards/margins': -3.3733465671539307, 'logps/chosen': -253.2286376953125, 'logps/rejected': -213.88368225097656, 'logits/chosen': -0.8684117794036865, 'logits/rejected': -0.9749436974525452, 'epoch': 0.24}
{'loss': 1.2702, 'grad_norm': 84.5, 'learning_rate': 9.429920987504872e-05, 'rewards/chosen': -19.27788734436035, 'rewards/rejected': -19.66278076171875, 'rewards/accuracies': 0.5, 'rewards/margins': 0.3848925828933716, 'logps/chosen': -260.94342041015625, 'logps/rejected': -274.1404724121094, 'logits/chosen': -0.6930170059204102, 'logits/rejected': -0.852363109588623, 'epoch': 0.24}
{'loss': 0.5288, 'grad_norm': 42.25, 'learning_rate': 9.423042834138924e-05, 'rewards/chosen': -20.757917404174805, 'rewards/rejected': -21.782018661499023, 'rewards/accuracies': 0.5, 'rewards/margins': 1.0241003036499023, 'logps/chosen': -276.2952880859375, 'logps/rejected': -286.9715881347656, 'logits/chosen': -1.027402639389038, 'logits/rejected': -1.5492957830429077, 'epoch': 0.24}
{'loss': 5.0034, 'grad_norm': 237.0, 'learning_rate': 9.41612597537472e-05, 'rewards/chosen': -27.30791473388672, 'rewards/rejected': -22.391029357910156, 'rewards/accuracies': 0.0, 'rewards/margins': -4.916887283325195, 'logps/chosen': -335.9349670410156, 'logps/rejected': -298.8593444824219, 'logits/chosen': -0.9104292392730713, 'logits/rejected': -1.1736531257629395, 'epoch': 0.24}
{'loss': 2.4721, 'grad_norm': 121.0, 'learning_rate': 9.40917047174068e-05, 'rewards/chosen': -27.925003051757812, 'rewards/rejected': -28.05196762084961, 'rewards/accuracies': 0.5, 'rewards/margins': 0.12696313858032227, 'logps/chosen': -364.7175598144531, 'logps/rejected': -366.8282165527344, 'logits/chosen': -0.8158368468284607, 'logits/rejected': -0.8519803285598755, 'epoch': 0.24}
{'loss': 1.4695, 'grad_norm': 195.0, 'learning_rate': 9.402176384103391e-05, 'rewards/chosen': -33.76625061035156, 'rewards/rejected': -33.81975555419922, 'rewards/accuracies': 0.25, 'rewards/margins': 0.05350494384765625, 'logps/chosen': -432.92266845703125, 'logps/rejected': -485.8172607421875, 'logits/chosen': -0.7922592163085938, 'logits/rejected': -0.8062493801116943, 'epoch': 0.24}
{'loss': 1.9934, 'grad_norm': 153.0, 'learning_rate': 9.395143773667088e-05, 'rewards/chosen': -22.868249893188477, 'rewards/rejected': -24.70644760131836, 'rewards/accuracies': 0.75, 'rewards/margins': 1.8381974697113037, 'logps/chosen': -305.56170654296875, 'logps/rejected': -322.1602478027344, 'logits/chosen': -0.48182448744773865, 'logits/rejected': -0.9563338756561279, 'epoch': 0.24}
{'loss': 0.0562, 'grad_norm': 7.15625, 'learning_rate': 9.388072701973112e-05, 'rewards/chosen': -32.267723083496094, 'rewards/rejected': -37.35359573364258, 'rewards/accuracies': 1.0, 'rewards/margins': 5.085871696472168, 'logps/chosen': -394.52410888671875, 'logps/rejected': -477.6396789550781, 'logits/chosen': -0.5550589561462402, 'logits/rejected': -0.6506400108337402, 'epoch': 0.24}
{'loss': 0.466, 'grad_norm': 60.5, 'learning_rate': 9.380963230899371e-05, 'rewards/chosen': -23.356857299804688, 'rewards/rejected': -27.336503982543945, 'rewards/accuracies': 0.5, 'rewards/margins': 3.979645013809204, 'logps/chosen': -315.4144592285156, 'logps/rejected': -359.10784912109375, 'logits/chosen': -0.7111221551895142, 'logits/rejected': -0.7387410402297974, 'epoch': 0.25}
{'loss': 3.5406, 'grad_norm': 346.0, 'learning_rate': 9.373815422659806e-05, 'rewards/chosen': -31.198604583740234, 'rewards/rejected': -30.993209838867188, 'rewards/accuracies': 0.5, 'rewards/margins': -0.20539569854736328, 'logps/chosen': -394.77874755859375, 'logps/rejected': -385.47772216796875, 'logits/chosen': -0.4882675111293793, 'logits/rejected': -0.50596022605896, 'epoch': 0.25}
{'loss': 0.1594, 'grad_norm': 14.5625, 'learning_rate': 9.366629339803836e-05, 'rewards/chosen': -37.16520309448242, 'rewards/rejected': -40.333553314208984, 'rewards/accuracies': 1.0, 'rewards/margins': 3.16835355758667, 'logps/chosen': -466.3742370605469, 'logps/rejected': -500.140625, 'logits/chosen': -0.9125858545303345, 'logits/rejected': -1.009594440460205, 'epoch': 0.25}
{'loss': 3.6071, 'grad_norm': 131.0, 'learning_rate': 9.359405045215816e-05, 'rewards/chosen': -45.335365295410156, 'rewards/rejected': -46.50796890258789, 'rewards/accuracies': 0.75, 'rewards/margins': 1.1726021766662598, 'logps/chosen': -528.4273681640625, 'logps/rejected': -573.1146240234375, 'logits/chosen': -0.8428316116333008, 'logits/rejected': -1.1919920444488525, 'epoch': 0.25}
{'loss': 2.1005, 'grad_norm': 85.5, 'learning_rate': 9.352142602114486e-05, 'rewards/chosen': -35.34870910644531, 'rewards/rejected': -36.7378044128418, 'rewards/accuracies': 0.75, 'rewards/margins': 1.3890948295593262, 'logps/chosen': -406.7513427734375, 'logps/rejected': -441.5387268066406, 'logits/chosen': -1.0505077838897705, 'logits/rejected': -1.4130299091339111, 'epoch': 0.25}
{'loss': 7.132, 'grad_norm': 394.0, 'learning_rate': 9.34484207405242e-05, 'rewards/chosen': -43.31637191772461, 'rewards/rejected': -36.20687484741211, 'rewards/accuracies': 0.0, 'rewards/margins': -7.1094970703125, 'logps/chosen': -515.1439208984375, 'logps/rejected': -436.961181640625, 'logits/chosen': -1.1342813968658447, 'logits/rejected': -1.3067244291305542, 'epoch': 0.25}
{'loss': 5.095, 'grad_norm': 232.0, 'learning_rate': 9.337503524915468e-05, 'rewards/chosen': -38.21886444091797, 'rewards/rejected': -34.06455993652344, 'rewards/accuracies': 0.25, 'rewards/margins': -4.154306411743164, 'logps/chosen': -445.23583984375, 'logps/rejected': -406.94525146484375, 'logits/chosen': -1.0775933265686035, 'logits/rejected': -1.2369157075881958, 'epoch': 0.25}
                                                                                                     
{'loss': 1.0228, 'grad_norm': 68.5, 'learning_rate': 9.330127018922194e-05, 'rewards/chosen': -42.05780029296875, 'rewards/rejected': -45.13427734375, 'rewards/accuracies': 0.5, 'rewards/margins': 3.0764808654785156, 'logps/chosen': -496.54254150390625, 'logps/rejected': -530.5784301757812, 'logits/chosen': -0.7839040756225586, 'logits/rejected': -0.8271351456642151, 'epoch': 0.25}
{'loss': 0.7391, 'grad_norm': 43.0, 'learning_rate': 9.322712620623319e-05, 'rewards/chosen': -25.773677825927734, 'rewards/rejected': -26.12504005432129, 'rewards/accuracies': 0.75, 'rewards/margins': 0.3513612747192383, 'logps/chosen': -310.4439392089844, 'logps/rejected': -322.2310791015625, 'logits/chosen': -0.6069018244743347, 'logits/rejected': -0.6464298963546753, 'epoch': 0.25}
{'loss': 6.5999, 'grad_norm': 156.0, 'learning_rate': 9.315260394901153e-05, 'rewards/chosen': -30.97574234008789, 'rewards/rejected': -24.940378189086914, 'rewards/accuracies': 0.5, 'rewards/margins': -6.035364151000977, 'logps/chosen': -378.99212646484375, 'logps/rejected': -316.84893798828125, 'logits/chosen': -0.8132479786872864, 'logits/rejected': -0.7633903622627258, 'epoch': 0.25}
{'loss': 2.5911, 'grad_norm': 173.0, 'learning_rate': 9.30777040696903e-05, 'rewards/chosen': -22.028728485107422, 'rewards/rejected': -20.776742935180664, 'rewards/accuracies': 0.5, 'rewards/margins': -1.251985788345337, 'logps/chosen': -293.4117431640625, 'logps/rejected': -271.1146240234375, 'logits/chosen': -0.8937999606132507, 'logits/rejected': -0.9140768051147461, 'epoch': 0.25}
{'loss': 1.9169, 'grad_norm': 121.5, 'learning_rate': 9.300242722370735e-05, 'rewards/chosen': -21.6200008392334, 'rewards/rejected': -21.23165512084961, 'rewards/accuracies': 0.25, 'rewards/margins': -0.38834619522094727, 'logps/chosen': -313.4797668457031, 'logps/rejected': -311.40020751953125, 'logits/chosen': -0.6642097234725952, 'logits/rejected': -0.7230687737464905, 'epoch': 0.25}
{'loss': 6.3392, 'grad_norm': 189.0, 'learning_rate': 9.292677406979929e-05, 'rewards/chosen': -24.091936111450195, 'rewards/rejected': -17.87706184387207, 'rewards/accuracies': 0.0, 'rewards/margins': -6.214874267578125, 'logps/chosen': -308.99395751953125, 'logps/rejected': -244.74716186523438, 'logits/chosen': -1.0495855808258057, 'logits/rejected': -1.134321928024292, 'epoch': 0.26}
{'loss': 3.0658, 'grad_norm': 167.0, 'learning_rate': 9.285074526999576e-05, 'rewards/chosen': -19.793136596679688, 'rewards/rejected': -19.393802642822266, 'rewards/accuracies': 0.75, 'rewards/margins': -0.3993349075317383, 'logps/chosen': -290.4097595214844, 'logps/rejected': -296.5525817871094, 'logits/chosen': -0.6701887845993042, 'logits/rejected': -0.7517685890197754, 'epoch': 0.26}
{'loss': 2.459, 'grad_norm': 102.0, 'learning_rate': 9.277434148961364e-05, 'rewards/chosen': -13.34721565246582, 'rewards/rejected': -15.300209999084473, 'rewards/accuracies': 0.75, 'rewards/margins': 1.9529926776885986, 'logps/chosen': -180.3724365234375, 'logps/rejected': -211.62979125976562, 'logits/chosen': -1.0348637104034424, 'logits/rejected': -1.0517207384109497, 'epoch': 0.26}
{'loss': 0.8192, 'grad_norm': 77.5, 'learning_rate': 9.269756339725116e-05, 'rewards/chosen': -18.83333969116211, 'rewards/rejected': -23.241439819335938, 'rewards/accuracies': 0.5, 'rewards/margins': 4.40809965133667, 'logps/chosen': -273.78228759765625, 'logps/rejected': -316.784912109375, 'logits/chosen': -1.4391310214996338, 'logits/rejected': -1.478142261505127, 'epoch': 0.26}
{'loss': 0.0031, 'grad_norm': 3.59375, 'learning_rate': 9.262041166478214e-05, 'rewards/chosen': -15.09504508972168, 'rewards/rejected': -26.884937286376953, 'rewards/accuracies': 1.0, 'rewards/margins': 11.78989315032959, 'logps/chosen': -199.8251495361328, 'logps/rejected': -345.9375305175781, 'logits/chosen': -1.0295675992965698, 'logits/rejected': -1.7110505104064941, 'epoch': 0.26}
{'loss': 0.7799, 'grad_norm': 118.5, 'learning_rate': 9.254288696735007e-05, 'rewards/chosen': -33.68647384643555, 'rewards/rejected': -34.667816162109375, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9813432693481445, 'logps/chosen': -437.5628662109375, 'logps/rejected': -436.362548828125, 'logits/chosen': -1.475844383239746, 'logits/rejected': -1.518937349319458, 'epoch': 0.26}
{'loss': 6.2652, 'grad_norm': 320.0, 'learning_rate': 9.246498998336219e-05, 'rewards/chosen': -33.582393646240234, 'rewards/rejected': -30.877826690673828, 'rewards/accuracies': 0.75, 'rewards/margins': -2.7045650482177734, 'logps/chosen': -435.6053161621094, 'logps/rejected': -393.87298583984375, 'logits/chosen': -1.2763135433197021, 'logits/rejected': -1.432908296585083, 'epoch': 0.26}
{'loss': 0.1498, 'grad_norm': 35.75, 'learning_rate': 9.238672139448354e-05, 'rewards/chosen': -18.418437957763672, 'rewards/rejected': -21.754776000976562, 'rewards/accuracies': 1.0, 'rewards/margins': 3.336336612701416, 'logps/chosen': -258.67529296875, 'logps/rejected': -292.2126770019531, 'logits/chosen': -1.053886890411377, 'logits/rejected': -0.9363796710968018, 'epoch': 0.26}
{'loss': 3.0038, 'grad_norm': 187.0, 'learning_rate': 9.230808188563109e-05, 'rewards/chosen': -20.7139949798584, 'rewards/rejected': -19.892560958862305, 'rewards/accuracies': 0.5, 'rewards/margins': -0.8214342594146729, 'logps/chosen': -279.51202392578125, 'logps/rejected': -286.40814208984375, 'logits/chosen': -1.0761414766311646, 'logits/rejected': -1.1434268951416016, 'epoch': 0.26}
{'loss': 0.5601, 'grad_norm': 51.75, 'learning_rate': 9.222907214496763e-05, 'rewards/chosen': -12.671501159667969, 'rewards/rejected': -17.560667037963867, 'rewards/accuracies': 0.75, 'rewards/margins': 4.889164924621582, 'logps/chosen': -175.47128295898438, 'logps/rejected': -241.73272705078125, 'logits/chosen': -0.6669204235076904, 'logits/rejected': -1.1273703575134277, 'epoch': 0.26}
{'loss': 3.2592, 'grad_norm': 193.0, 'learning_rate': 9.214969286389576e-05, 'rewards/chosen': -29.5224609375, 'rewards/rejected': -28.108844757080078, 'rewards/accuracies': 0.5, 'rewards/margins': -1.4136176109313965, 'logps/chosen': -395.0926208496094, 'logps/rejected': -381.49383544921875, 'logits/chosen': -0.5499389171600342, 'logits/rejected': -0.6444391012191772, 'epoch': 0.26}
{'loss': 0.428, 'grad_norm': 72.5, 'learning_rate': 9.206994473705192e-05, 'rewards/chosen': -22.99131965637207, 'rewards/rejected': -24.332624435424805, 'rewards/accuracies': 1.0, 'rewards/margins': 1.3413034677505493, 'logps/chosen': -336.8609924316406, 'logps/rejected': -343.9631042480469, 'logits/chosen': -0.3387313783168793, 'logits/rejected': -0.3672869801521301, 'epoch': 0.27}
{'loss': 2.0351, 'grad_norm': 185.0, 'learning_rate': 9.198982846230028e-05, 'rewards/chosen': -24.270187377929688, 'rewards/rejected': -23.014400482177734, 'rewards/accuracies': 0.5, 'rewards/margins': -1.2557878494262695, 'logps/chosen': -310.43792724609375, 'logps/rejected': -304.9456787109375, 'logits/chosen': -0.49278873205184937, 'logits/rejected': -0.5226814150810242, 'epoch': 0.27}
{'loss': 1.167, 'grad_norm': 79.0, 'learning_rate': 9.190934474072658e-05, 'rewards/chosen': -16.22859001159668, 'rewards/rejected': -15.790593147277832, 'rewards/accuracies': 0.75, 'rewards/margins': -0.437995970249176, 'logps/chosen': -215.90798950195312, 'logps/rejected': -217.04434204101562, 'logits/chosen': -0.17784550786018372, 'logits/rejected': -0.17579148709774017, 'epoch': 0.27}
{'loss': 1.9347, 'grad_norm': 155.0, 'learning_rate': 9.182849427663205e-05, 'rewards/chosen': -25.822019577026367, 'rewards/rejected': -28.49751853942871, 'rewards/accuracies': 0.25, 'rewards/margins': 2.6754989624023438, 'logps/chosen': -333.4124755859375, 'logps/rejected': -376.8738708496094, 'logits/chosen': -0.40573808550834656, 'logits/rejected': -0.5964950919151306, 'epoch': 0.27}
{'loss': 1.0617, 'grad_norm': 78.0, 'learning_rate': 9.174727777752723e-05, 'rewards/chosen': -13.784488677978516, 'rewards/rejected': -14.705663681030273, 'rewards/accuracies': 0.5, 'rewards/margins': 0.9211745262145996, 'logps/chosen': -191.59564208984375, 'logps/rejected': -214.38424682617188, 'logits/chosen': -0.3018007278442383, 'logits/rejected': -0.2627779543399811, 'epoch': 0.27}
{'loss': 1.1757, 'grad_norm': 223.0, 'learning_rate': 9.166569595412575e-05, 'rewards/chosen': -32.788455963134766, 'rewards/rejected': -33.731624603271484, 'rewards/accuracies': 0.5, 'rewards/margins': 0.9431672096252441, 'logps/chosen': -401.19329833984375, 'logps/rejected': -417.8376770019531, 'logits/chosen': -0.5238795280456543, 'logits/rejected': -0.4925699830055237, 'epoch': 0.27}
{'loss': 1.2148, 'grad_norm': 116.0, 'learning_rate': 9.158374952033819e-05, 'rewards/chosen': -23.793962478637695, 'rewards/rejected': -23.10633087158203, 'rewards/accuracies': 0.5, 'rewards/margins': -0.687631368637085, 'logps/chosen': -298.1811218261719, 'logps/rejected': -291.0799560546875, 'logits/chosen': -0.5487411022186279, 'logits/rejected': -0.537615954875946, 'epoch': 0.27}
{'loss': 1.4922, 'grad_norm': 426.0, 'learning_rate': 9.150143919326577e-05, 'rewards/chosen': -34.390567779541016, 'rewards/rejected': -37.004364013671875, 'rewards/accuracies': 0.75, 'rewards/margins': 2.6137964725494385, 'logps/chosen': -412.80255126953125, 'logps/rejected': -460.51751708984375, 'logits/chosen': -0.8357599973678589, 'logits/rejected': -1.040937900543213, 'epoch': 0.27}
{'loss': 0.3936, 'grad_norm': 217.0, 'learning_rate': 9.141876569319404e-05, 'rewards/chosen': -27.980979919433594, 'rewards/rejected': -34.36512756347656, 'rewards/accuracies': 0.75, 'rewards/margins': 6.384148597717285, 'logps/chosen': -360.1271667480469, 'logps/rejected': -460.7757568359375, 'logits/chosen': -1.1454120874404907, 'logits/rejected': -1.1823129653930664, 'epoch': 0.27}
{'loss': 0.9997, 'grad_norm': 141.0, 'learning_rate': 9.133572974358669e-05, 'rewards/chosen': -29.286319732666016, 'rewards/rejected': -33.20465087890625, 'rewards/accuracies': 0.25, 'rewards/margins': 3.918332099914551, 'logps/chosen': -354.62164306640625, 'logps/rejected': -394.3843994140625, 'logits/chosen': -1.4306581020355225, 'logits/rejected': -1.4800626039505005, 'epoch': 0.27}
{'loss': 8.658, 'grad_norm': 588.0, 'learning_rate': 9.125233207107909e-05, 'rewards/chosen': -46.993194580078125, 'rewards/rejected': -41.12407684326172, 'rewards/accuracies': 0.25, 'rewards/margins': -5.869114875793457, 'logps/chosen': -539.4389038085938, 'logps/rejected': -472.96514892578125, 'logits/chosen': -1.3770217895507812, 'logits/rejected': -1.5996862649917603, 'epoch': 0.27}
{'loss': 8.6785, 'grad_norm': 334.0, 'learning_rate': 9.116857340547202e-05, 'rewards/chosen': -40.95004653930664, 'rewards/rejected': -32.49581527709961, 'rewards/accuracies': 0.25, 'rewards/margins': -8.454233169555664, 'logps/chosen': -501.16778564453125, 'logps/rejected': -414.87445068359375, 'logits/chosen': -1.1194331645965576, 'logits/rejected': -1.0806351900100708, 'epoch': 0.27}
{'loss': 8.6853, 'grad_norm': 2096.0, 'learning_rate': 9.108445447972531e-05, 'rewards/chosen': -55.58657455444336, 'rewards/rejected': -46.973358154296875, 'rewards/accuracies': 0.0, 'rewards/margins': -8.613216400146484, 'logps/chosen': -646.6966552734375, 'logps/rejected': -562.074951171875, 'logits/chosen': -1.2886486053466797, 'logits/rejected': -1.4618747234344482, 'epoch': 0.28}
{'loss': 0.8196, 'grad_norm': 60.25, 'learning_rate': 9.099997602995128e-05, 'rewards/chosen': -36.27879333496094, 'rewards/rejected': -36.738189697265625, 'rewards/accuracies': 0.75, 'rewards/margins': 0.4593925476074219, 'logps/chosen': -442.1977844238281, 'logps/rejected': -438.85552978515625, 'logits/chosen': -0.996819257736206, 'logits/rejected': -1.0729784965515137, 'epoch': 0.28}
{'loss': 7.3675, 'grad_norm': 205.0, 'learning_rate': 9.091513879540845e-05, 'rewards/chosen': -28.49986457824707, 'rewards/rejected': -25.46162223815918, 'rewards/accuracies': 0.5, 'rewards/margins': -3.0382394790649414, 'logps/chosen': -351.15997314453125, 'logps/rejected': -319.0576171875, 'logits/chosen': -0.8860073089599609, 'logits/rejected': -1.0861902236938477, 'epoch': 0.28}
{'loss': 4.2681, 'grad_norm': 354.0, 'learning_rate': 9.0829943518495e-05, 'rewards/chosen': -43.61323165893555, 'rewards/rejected': -40.270660400390625, 'rewards/accuracies': 0.25, 'rewards/margins': -3.3425726890563965, 'logps/chosen': -518.5257568359375, 'logps/rejected': -492.9608154296875, 'logits/chosen': -0.8927556872367859, 'logits/rejected': -0.8778508901596069, 'epoch': 0.28}
{'loss': 3.309, 'grad_norm': 118.5, 'learning_rate': 9.07443909447423e-05, 'rewards/chosen': -31.110794067382812, 'rewards/rejected': -28.076587677001953, 'rewards/accuracies': 0.0, 'rewards/margins': -3.0342044830322266, 'logps/chosen': -379.5694885253906, 'logps/rejected': -349.754150390625, 'logits/chosen': -1.1038305759429932, 'logits/rejected': -1.1097540855407715, 'epoch': 0.28}
{'loss': 4.9113, 'grad_norm': 185.0, 'learning_rate': 9.065848182280833e-05, 'rewards/chosen': -38.70887756347656, 'rewards/rejected': -34.603065490722656, 'rewards/accuracies': 0.5, 'rewards/margins': -4.105813026428223, 'logps/chosen': -473.40069580078125, 'logps/rejected': -434.97235107421875, 'logits/chosen': -1.1372148990631104, 'logits/rejected': -1.1864687204360962, 'epoch': 0.28}
