                                                                                                                                  
{'loss': 0.6931, 'grad_norm': 126.0, 'learning_rate': 0.0, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -73.44515228271484, 'logps/rejected': -77.38186645507812, 'logits/chosen': 0.7641758322715759, 'logits/rejected': 0.41689828038215637, 'epoch': 0.0}
{'loss': 0.4063, 'grad_norm': 135.0, 'learning_rate': 9.703501333355167e-06, 'rewards/chosen': 0.43867695331573486, 'rewards/rejected': -0.7260981202125549, 'rewards/accuracies': 0.75, 'rewards/margins': 1.1647751331329346, 'logps/chosen': -71.99186706542969, 'logps/rejected': -82.91748809814453, 'logits/chosen': -0.7624371647834778, 'logits/rejected': -0.6489495038986206, 'epoch': 0.2}
{'loss': 0.1537, 'grad_norm': 53.0, 'learning_rate': 9.698463103929542e-06, 'rewards/chosen': -0.7146482467651367, 'rewards/rejected': -3.5899875164031982, 'rewards/accuracies': 1.0, 'rewards/margins': 2.8753392696380615, 'logps/chosen': -92.47323608398438, 'logps/rejected': -120.37874603271484, 'logits/chosen': -1.153643012046814, 'logits/rejected': -1.0765882730484009, 'epoch': 0.2}
{'loss': 1.1276, 'grad_norm': 226.0, 'learning_rate': 9.693383758943333e-06, 'rewards/chosen': -0.5199516415596008, 'rewards/rejected': -1.174655556678772, 'rewards/accuracies': 0.5, 'rewards/margins': 0.6547037959098816, 'logps/chosen': -84.48939514160156, 'logps/rejected': -99.95942687988281, 'logits/chosen': -0.9995474219322205, 'logits/rejected': -1.0735211372375488, 'epoch': 0.2}
{'loss': 0.3451, 'grad_norm': 154.0, 'learning_rate': 9.68826334284514e-06, 'rewards/chosen': -0.4002062976360321, 'rewards/rejected': -2.387803316116333, 'rewards/accuracies': 0.75, 'rewards/margins': 1.9875969886779785, 'logps/chosen': -72.85155487060547, 'logps/rejected': -89.24669647216797, 'logits/chosen': -1.4369685649871826, 'logits/rejected': -1.3433269262313843, 'epoch': 0.2}
{'loss': 0.3717, 'grad_norm': 104.0, 'learning_rate': 9.683101900442972e-06, 'rewards/chosen': 0.360948383808136, 'rewards/rejected': -1.1074409484863281, 'rewards/accuracies': 0.75, 'rewards/margins': 1.4683893918991089, 'logps/chosen': -69.5843505859375, 'logps/rejected': -82.71646118164062, 'logits/chosen': -0.8145310282707214, 'logits/rejected': -0.5975968241691589, 'epoch': 0.2}
{'loss': 0.2809, 'grad_norm': 81.0, 'learning_rate': 9.677899476903857e-06, 'rewards/chosen': 0.2703556418418884, 'rewards/rejected': -2.119004011154175, 'rewards/accuracies': 0.75, 'rewards/margins': 2.389359712600708, 'logps/chosen': -93.79249572753906, 'logps/rejected': -136.29434204101562, 'logits/chosen': -1.1567754745483398, 'logits/rejected': -1.0682764053344727, 'epoch': 0.2}
{'loss': 0.2221, 'grad_norm': 66.5, 'learning_rate': 9.672656117753435e-06, 'rewards/chosen': -0.8248066306114197, 'rewards/rejected': -3.3044536113739014, 'rewards/accuracies': 1.0, 'rewards/margins': 2.479647159576416, 'logps/chosen': -103.89808654785156, 'logps/rejected': -120.31622314453125, 'logits/chosen': -1.104100227355957, 'logits/rejected': -1.035032033920288, 'epoch': 0.21}
{'loss': 0.3576, 'grad_norm': 106.5, 'learning_rate': 9.667371868875575e-06, 'rewards/chosen': -0.8787561058998108, 'rewards/rejected': -2.3457252979278564, 'rewards/accuracies': 1.0, 'rewards/margins': 1.4669691324234009, 'logps/chosen': -85.4345474243164, 'logps/rejected': -114.61002349853516, 'logits/chosen': -1.4156537055969238, 'logits/rejected': -1.3203928470611572, 'epoch': 0.21}
{'loss': 0.4087, 'grad_norm': 89.0, 'learning_rate': 9.66204677651196e-06, 'rewards/chosen': 1.2083598375320435, 'rewards/rejected': 0.4233456552028656, 'rewards/accuracies': 1.0, 'rewards/margins': 0.7850141525268555, 'logps/chosen': -42.50876235961914, 'logps/rejected': -65.18745422363281, 'logits/chosen': -0.9529590606689453, 'logits/rejected': -0.9398561120033264, 'epoch': 0.21}
{'loss': 1.0192, 'grad_norm': 268.0, 'learning_rate': 9.656680887261693e-06, 'rewards/chosen': 0.1116081029176712, 'rewards/rejected': -1.3714549541473389, 'rewards/accuracies': 0.5, 'rewards/margins': 1.483062982559204, 'logps/chosen': -81.34131622314453, 'logps/rejected': -86.72151184082031, 'logits/chosen': -1.5229852199554443, 'logits/rejected': -1.569087266921997, 'epoch': 0.21}
{'loss': 0.3784, 'grad_norm': 52.75, 'learning_rate': 9.651274248080882e-06, 'rewards/chosen': 1.5219098329544067, 'rewards/rejected': -0.3041355013847351, 'rewards/accuracies': 0.75, 'rewards/margins': 1.8260453939437866, 'logps/chosen': -62.78548812866211, 'logps/rejected': -67.94212341308594, 'logits/chosen': -1.063623070716858, 'logits/rejected': -1.1573240756988525, 'epoch': 0.21}
{'loss': 0.6744, 'grad_norm': 310.0, 'learning_rate': 9.645826906282234e-06, 'rewards/chosen': 0.07117804884910583, 'rewards/rejected': -1.0966196060180664, 'rewards/accuracies': 0.75, 'rewards/margins': 1.1677976846694946, 'logps/chosen': -73.83158874511719, 'logps/rejected': -80.70992279052734, 'logits/chosen': -0.9272753596305847, 'logits/rejected': -1.146100640296936, 'epoch': 0.21}
{'loss': 0.8701, 'grad_norm': 160.0, 'learning_rate': 9.640338909534636e-06, 'rewards/chosen': -2.7487804889678955, 'rewards/rejected': -3.1390814781188965, 'rewards/accuracies': 0.5, 'rewards/margins': 0.3903008699417114, 'logps/chosen': -127.7926025390625, 'logps/rejected': -115.58007049560547, 'logits/chosen': -0.7042315006256104, 'logits/rejected': -0.8616454601287842, 'epoch': 0.21}
{'loss': 0.4642, 'grad_norm': 168.0, 'learning_rate': 9.63481030586274e-06, 'rewards/chosen': -0.08806316554546356, 'rewards/rejected': -1.730102777481079, 'rewards/accuracies': 0.75, 'rewards/margins': 1.6420396566390991, 'logps/chosen': -70.22319793701172, 'logps/rejected': -96.85678100585938, 'logits/chosen': -1.001760482788086, 'logits/rejected': -0.9980871677398682, 'epoch': 0.21}
{'loss': 0.6038, 'grad_norm': 132.0, 'learning_rate': 9.629241143646549e-06, 'rewards/chosen': -0.7359342575073242, 'rewards/rejected': -1.9648568630218506, 'rewards/accuracies': 0.75, 'rewards/margins': 1.2289224863052368, 'logps/chosen': -98.97002410888672, 'logps/rejected': -102.50370025634766, 'logits/chosen': -1.011687159538269, 'logits/rejected': -1.0257693529129028, 'epoch': 0.21}
{'loss': 0.1437, 'grad_norm': 87.5, 'learning_rate': 9.62363147162098e-06, 'rewards/chosen': -0.5568475723266602, 'rewards/rejected': -4.091735363006592, 'rewards/accuracies': 1.0, 'rewards/margins': 3.5348877906799316, 'logps/chosen': -71.30087280273438, 'logps/rejected': -98.88587188720703, 'logits/chosen': -1.195934772491455, 'logits/rejected': -1.3268661499023438, 'epoch': 0.21}
{'loss': 0.387, 'grad_norm': 82.0, 'learning_rate': 9.617981338875449e-06, 'rewards/chosen': 1.6903750896453857, 'rewards/rejected': 0.640317440032959, 'rewards/accuracies': 1.0, 'rewards/margins': 1.0500576496124268, 'logps/chosen': -38.76124572753906, 'logps/rejected': -52.098121643066406, 'logits/chosen': -1.3095852136611938, 'logits/rejected': -1.361672282218933, 'epoch': 0.21}
{'loss': 0.328, 'grad_norm': 73.0, 'learning_rate': 9.61229079485344e-06, 'rewards/chosen': -0.1323724091053009, 'rewards/rejected': -2.817331552505493, 'rewards/accuracies': 0.75, 'rewards/margins': 2.6849589347839355, 'logps/chosen': -95.29837799072266, 'logps/rejected': -119.06836700439453, 'logits/chosen': -0.7583450078964233, 'logits/rejected': -0.7217388153076172, 'epoch': 0.22}
{'loss': 0.1511, 'grad_norm': 94.5, 'learning_rate': 9.606559889352065e-06, 'rewards/chosen': 1.1583830118179321, 'rewards/rejected': -1.9026343822479248, 'rewards/accuracies': 1.0, 'rewards/margins': 3.0610175132751465, 'logps/chosen': -68.6500244140625, 'logps/rejected': -96.033935546875, 'logits/chosen': -0.9132404327392578, 'logits/rejected': -0.8744251132011414, 'epoch': 0.22}
{'loss': 0.2562, 'grad_norm': 49.0, 'learning_rate': 9.600788672521641e-06, 'rewards/chosen': 1.2635589838027954, 'rewards/rejected': -0.8211767673492432, 'rewards/accuracies': 1.0, 'rewards/margins': 2.084735631942749, 'logps/chosen': -54.009483337402344, 'logps/rejected': -80.5709228515625, 'logits/chosen': -0.19341571629047394, 'logits/rejected': -0.5092207193374634, 'epoch': 0.22}
{'loss': 0.4084, 'grad_norm': 171.0, 'learning_rate': 9.594977194865235e-06, 'rewards/chosen': 0.7670624852180481, 'rewards/rejected': -2.6966426372528076, 'rewards/accuracies': 0.75, 'rewards/margins': 3.46370530128479, 'logps/chosen': -62.16081237792969, 'logps/rejected': -96.13679504394531, 'logits/chosen': -1.1661686897277832, 'logits/rejected': -1.0388237237930298, 'epoch': 0.22}
{'loss': 0.1343, 'grad_norm': 41.0, 'learning_rate': 9.589125507238234e-06, 'rewards/chosen': 1.2443662881851196, 'rewards/rejected': -1.9027186632156372, 'rewards/accuracies': 1.0, 'rewards/margins': 3.147084951400757, 'logps/chosen': -68.17266845703125, 'logps/rejected': -88.9000244140625, 'logits/chosen': -0.8029544353485107, 'logits/rejected': -0.9446614980697632, 'epoch': 0.22}
{'loss': 0.2049, 'grad_norm': 81.5, 'learning_rate': 9.5832336608479e-06, 'rewards/chosen': 1.0247145891189575, 'rewards/rejected': -1.4714808464050293, 'rewards/accuracies': 0.75, 'rewards/margins': 2.4961955547332764, 'logps/chosen': -81.35317993164062, 'logps/rejected': -91.17032623291016, 'logits/chosen': -0.988686203956604, 'logits/rejected': -1.1135499477386475, 'epoch': 0.22}
{'loss': 0.487, 'grad_norm': 78.5, 'learning_rate': 9.577301707252912e-06, 'rewards/chosen': 1.0628044605255127, 'rewards/rejected': -0.5686561465263367, 'rewards/accuracies': 0.5, 'rewards/margins': 1.6314606666564941, 'logps/chosen': -50.686683654785156, 'logps/rejected': -63.878143310546875, 'logits/chosen': -0.8469386696815491, 'logits/rejected': -0.9076077938079834, 'epoch': 0.22}
{'loss': 0.408, 'grad_norm': 87.5, 'learning_rate': 9.571329698362931e-06, 'rewards/chosen': -0.07171879708766937, 'rewards/rejected': -1.0117173194885254, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9399983882904053, 'logps/chosen': -114.01005554199219, 'logps/rejected': -109.11180114746094, 'logits/chosen': -1.2549042701721191, 'logits/rejected': -1.1482994556427002, 'epoch': 0.22}
{'loss': 0.4509, 'grad_norm': 72.0, 'learning_rate': 9.565317686438122e-06, 'rewards/chosen': 0.9429948329925537, 'rewards/rejected': 0.21547241508960724, 'rewards/accuracies': 0.75, 'rewards/margins': 0.7275224328041077, 'logps/chosen': -49.277587890625, 'logps/rejected': -58.54656982421875, 'logits/chosen': -1.0360767841339111, 'logits/rejected': -1.1257421970367432, 'epoch': 0.22}
{'loss': 0.0906, 'grad_norm': 55.75, 'learning_rate': 9.559265724088723e-06, 'rewards/chosen': 1.1122487783432007, 'rewards/rejected': -1.9639095067977905, 'rewards/accuracies': 1.0, 'rewards/margins': 3.0761585235595703, 'logps/chosen': -78.23214721679688, 'logps/rejected': -95.75881958007812, 'logits/chosen': -0.6036869287490845, 'logits/rejected': -0.6314487457275391, 'epoch': 0.22}
{'loss': 0.8945, 'grad_norm': 186.0, 'learning_rate': 9.553173864274567e-06, 'rewards/chosen': 1.2055213451385498, 'rewards/rejected': 1.3669531345367432, 'rewards/accuracies': 0.25, 'rewards/margins': -0.16143181920051575, 'logps/chosen': -53.32573699951172, 'logps/rejected': -62.775516510009766, 'logits/chosen': -0.7178432941436768, 'logits/rejected': -0.5866228938102722, 'epoch': 0.22}
{'loss': 0.6138, 'grad_norm': 108.5, 'learning_rate': 9.547042160304624e-06, 'rewards/chosen': 1.432624101638794, 'rewards/rejected': -0.27402597665786743, 'rewards/accuracies': 0.5, 'rewards/margins': 1.7066500186920166, 'logps/chosen': -78.347412109375, 'logps/rejected': -84.76140594482422, 'logits/chosen': -0.42218267917633057, 'logits/rejected': -0.26409557461738586, 'epoch': 0.22}
{'loss': 0.2563, 'grad_norm': 59.0, 'learning_rate': 9.540870665836535e-06, 'rewards/chosen': 1.26470148563385, 'rewards/rejected': -0.1784358024597168, 'rewards/accuracies': 1.0, 'rewards/margins': 1.4431371688842773, 'logps/chosen': -51.250484466552734, 'logps/rejected': -79.52392578125, 'logits/chosen': -0.2578296363353729, 'logits/rejected': -0.1701239049434662, 'epoch': 0.23}
{'loss': 0.4661, 'grad_norm': 118.5, 'learning_rate': 9.53465943487614e-06, 'rewards/chosen': 0.7496116757392883, 'rewards/rejected': -0.12943843007087708, 'rewards/accuracies': 0.75, 'rewards/margins': 0.8790501356124878, 'logps/chosen': -64.75579833984375, 'logps/rejected': -78.96739196777344, 'logits/chosen': -0.8707975745201111, 'logits/rejected': -0.7685714960098267, 'epoch': 0.23}
{'loss': 0.4909, 'grad_norm': 138.0, 'learning_rate': 9.528408521777012e-06, 'rewards/chosen': 0.7773447632789612, 'rewards/rejected': -1.8819156885147095, 'rewards/accuracies': 0.75, 'rewards/margins': 2.6592602729797363, 'logps/chosen': -69.79656982421875, 'logps/rejected': -102.51704406738281, 'logits/chosen': -0.7165954113006592, 'logits/rejected': -0.017015844583511353, 'epoch': 0.23}
{'loss': 0.4116, 'grad_norm': 75.5, 'learning_rate': 9.522117981239973e-06, 'rewards/chosen': 0.2738793194293976, 'rewards/rejected': -0.8664143085479736, 'rewards/accuracies': 0.5, 'rewards/margins': 1.1402937173843384, 'logps/chosen': -70.29154968261719, 'logps/rejected': -81.73245239257812, 'logits/chosen': -0.46683478355407715, 'logits/rejected': -0.3421183228492737, 'epoch': 0.23}
{'loss': 0.3408, 'grad_norm': 75.0, 'learning_rate': 9.51578786831262e-06, 'rewards/chosen': 1.3573336601257324, 'rewards/rejected': -0.46482497453689575, 'rewards/accuracies': 0.75, 'rewards/margins': 1.8221585750579834, 'logps/chosen': -98.59178161621094, 'logps/rejected': -105.73416137695312, 'logits/chosen': -0.297213077545166, 'logits/rejected': -0.10779858380556107, 'epoch': 0.23}
{'loss': 0.3145, 'grad_norm': 105.0, 'learning_rate': 9.509418238388838e-06, 'rewards/chosen': 1.402471899986267, 'rewards/rejected': -0.6421754956245422, 'rewards/accuracies': 0.75, 'rewards/margins': 2.044647216796875, 'logps/chosen': -65.22992706298828, 'logps/rejected': -95.3144760131836, 'logits/chosen': -0.8621340990066528, 'logits/rejected': -0.72768235206604, 'epoch': 0.23}
{'loss': 0.0436, 'grad_norm': 16.625, 'learning_rate': 9.503009147208324e-06, 'rewards/chosen': 1.6021389961242676, 'rewards/rejected': -2.1383557319641113, 'rewards/accuracies': 1.0, 'rewards/margins': 3.740494966506958, 'logps/chosen': -57.72762680053711, 'logps/rejected': -94.66075134277344, 'logits/chosen': -0.1417861431837082, 'logits/rejected': -0.6338009834289551, 'epoch': 0.23}
{'loss': 0.1949, 'grad_norm': 49.75, 'learning_rate': 9.496560650856097e-06, 'rewards/chosen': 1.151487946510315, 'rewards/rejected': -1.0020054578781128, 'rewards/accuracies': 1.0, 'rewards/margins': 2.1534934043884277, 'logps/chosen': -70.25126647949219, 'logps/rejected': -78.14765167236328, 'logits/chosen': -0.1412985473871231, 'logits/rejected': -0.20766028761863708, 'epoch': 0.23}
{'loss': 0.5619, 'grad_norm': 112.5, 'learning_rate': 9.490072805761998e-06, 'rewards/chosen': 0.7305704355239868, 'rewards/rejected': -0.09516054391860962, 'rewards/accuracies': 0.5, 'rewards/margins': 0.8257309794425964, 'logps/chosen': -65.55596160888672, 'logps/rejected': -68.73516082763672, 'logits/chosen': -0.04336278513073921, 'logits/rejected': 0.05118227377533913, 'epoch': 0.23}
{'loss': 0.1863, 'grad_norm': 66.5, 'learning_rate': 9.483545668700209e-06, 'rewards/chosen': 1.3378057479858398, 'rewards/rejected': -1.1622511148452759, 'rewards/accuracies': 1.0, 'rewards/margins': 2.500056743621826, 'logps/chosen': -45.88095474243164, 'logps/rejected': -127.61844635009766, 'logits/chosen': -0.05783136934041977, 'logits/rejected': -0.2453843057155609, 'epoch': 0.23}
{'loss': 0.2234, 'grad_norm': 31.875, 'learning_rate': 9.476979296788746e-06, 'rewards/chosen': 1.4415572881698608, 'rewards/rejected': -0.7219688892364502, 'rewards/accuracies': 1.0, 'rewards/margins': 2.1635260581970215, 'logps/chosen': -52.84607696533203, 'logps/rejected': -64.5790023803711, 'logits/chosen': -0.5906689167022705, 'logits/rejected': -0.6897963285446167, 'epoch': 0.23}
{'loss': 0.2974, 'grad_norm': 103.5, 'learning_rate': 9.470373747488966e-06, 'rewards/chosen': 1.1888736486434937, 'rewards/rejected': -0.6419259905815125, 'rewards/accuracies': 1.0, 'rewards/margins': 1.8307998180389404, 'logps/chosen': -59.456947326660156, 'logps/rejected': -75.36329650878906, 'logits/chosen': -0.029000133275985718, 'logits/rejected': -0.2875438928604126, 'epoch': 0.23}
{'loss': 0.2431, 'grad_norm': 56.25, 'learning_rate': 9.463729078605062e-06, 'rewards/chosen': 0.41140520572662354, 'rewards/rejected': -1.2001792192459106, 'rewards/accuracies': 1.0, 'rewards/margins': 1.6115844249725342, 'logps/chosen': -74.79389190673828, 'logps/rejected': -87.50251007080078, 'logits/chosen': -0.03414841741323471, 'logits/rejected': -0.004939675331115723, 'epoch': 0.24}
{'loss': 0.8664, 'grad_norm': 227.0, 'learning_rate': 9.457045348283552e-06, 'rewards/chosen': -0.1363598108291626, 'rewards/rejected': -1.1890968084335327, 'rewards/accuracies': 0.5, 'rewards/margins': 1.0527371168136597, 'logps/chosen': -73.52364349365234, 'logps/rejected': -93.84683990478516, 'logits/chosen': -0.524975061416626, 'logits/rejected': -0.3089945316314697, 'epoch': 0.24}
{'loss': 0.2446, 'grad_norm': 71.0, 'learning_rate': 9.450322615012783e-06, 'rewards/chosen': 1.5741866827011108, 'rewards/rejected': -0.8469030857086182, 'rewards/accuracies': 1.0, 'rewards/margins': 2.4210896492004395, 'logps/chosen': -63.83778762817383, 'logps/rejected': -96.53060150146484, 'logits/chosen': 0.07964852452278137, 'logits/rejected': -0.07217804342508316, 'epoch': 0.24}
{'loss': 0.089, 'grad_norm': 43.75, 'learning_rate': 9.443560937622402e-06, 'rewards/chosen': 2.168342113494873, 'rewards/rejected': -1.2581428289413452, 'rewards/accuracies': 1.0, 'rewards/margins': 3.426485061645508, 'logps/chosen': -43.34381866455078, 'logps/rejected': -106.77577209472656, 'logits/chosen': -0.659776508808136, 'logits/rejected': -0.2854297161102295, 'epoch': 0.24}
{'loss': 0.3052, 'grad_norm': 63.75, 'learning_rate': 9.436760375282858e-06, 'rewards/chosen': 0.963125467300415, 'rewards/rejected': -0.9698283672332764, 'rewards/accuracies': 0.75, 'rewards/margins': 1.9329538345336914, 'logps/chosen': -59.457969665527344, 'logps/rejected': -73.17599487304688, 'logits/chosen': -0.3183733820915222, 'logits/rejected': -0.25362294912338257, 'epoch': 0.24}
{'loss': 0.257, 'grad_norm': 50.0, 'learning_rate': 9.429920987504873e-06, 'rewards/chosen': 0.6265805959701538, 'rewards/rejected': -1.1438102722167969, 'rewards/accuracies': 1.0, 'rewards/margins': 1.7703908681869507, 'logps/chosen': -61.89872741699219, 'logps/rejected': -88.95077514648438, 'logits/chosen': -0.4328358769416809, 'logits/rejected': -0.26632022857666016, 'epoch': 0.24}
{'loss': 0.3066, 'grad_norm': 63.75, 'learning_rate': 9.423042834138925e-06, 'rewards/chosen': 1.450248122215271, 'rewards/rejected': -0.824373722076416, 'rewards/accuracies': 1.0, 'rewards/margins': 2.2746219635009766, 'logps/chosen': -54.21363067626953, 'logps/rejected': -77.39514923095703, 'logits/chosen': -0.5740530490875244, 'logits/rejected': -0.9250010251998901, 'epoch': 0.24}
{'loss': 0.3274, 'grad_norm': 73.0, 'learning_rate': 9.416125975374722e-06, 'rewards/chosen': 1.1147716045379639, 'rewards/rejected': -2.3683876991271973, 'rewards/accuracies': 0.75, 'rewards/margins': 3.483159303665161, 'logps/chosen': -51.70811080932617, 'logps/rejected': -98.63294982910156, 'logits/chosen': -0.5621697902679443, 'logits/rejected': -0.28411543369293213, 'epoch': 0.24}
{'loss': 0.6831, 'grad_norm': 145.0, 'learning_rate': 9.409170471740681e-06, 'rewards/chosen': 1.2495490312576294, 'rewards/rejected': -0.5383017659187317, 'rewards/accuracies': 0.75, 'rewards/margins': 1.7878506183624268, 'logps/chosen': -72.9720230102539, 'logps/rejected': -91.69156646728516, 'logits/chosen': -0.26327601075172424, 'logits/rejected': -0.20414485037326813, 'epoch': 0.24}
{'loss': 0.8415, 'grad_norm': 153.0, 'learning_rate': 9.40217638410339e-06, 'rewards/chosen': 0.14636150002479553, 'rewards/rejected': -0.44853824377059937, 'rewards/accuracies': 0.75, 'rewards/margins': 0.5948997735977173, 'logps/chosen': -93.79656982421875, 'logps/rejected': -152.10508728027344, 'logits/chosen': -0.24904105067253113, 'logits/rejected': -0.045933060348033905, 'epoch': 0.24}
{'loss': 0.3664, 'grad_norm': 82.0, 'learning_rate': 9.395143773667089e-06, 'rewards/chosen': 1.759338617324829, 'rewards/rejected': -2.045483350753784, 'rewards/accuracies': 0.75, 'rewards/margins': 3.8048219680786133, 'logps/chosen': -59.28582763671875, 'logps/rejected': -95.55062866210938, 'logits/chosen': -0.7852994799613953, 'logits/rejected': -0.7269183993339539, 'epoch': 0.24}
{'loss': 0.5581, 'grad_norm': 97.5, 'learning_rate': 9.388072701973113e-06, 'rewards/chosen': 0.6592802405357361, 'rewards/rejected': -0.30877774953842163, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9680579900741577, 'logps/chosen': -65.25407409667969, 'logps/rejected': -107.19149780273438, 'logits/chosen': -0.7775511741638184, 'logits/rejected': -0.77860426902771, 'epoch': 0.24}
{'loss': 0.9137, 'grad_norm': 193.0, 'learning_rate': 9.380963230899371e-06, 'rewards/chosen': 1.175210952758789, 'rewards/rejected': 0.19762614369392395, 'rewards/accuracies': 0.5, 'rewards/margins': 0.9775848388671875, 'logps/chosen': -70.09375, 'logps/rejected': -83.76654815673828, 'logits/chosen': -0.6429924368858337, 'logits/rejected': -0.6171507835388184, 'epoch': 0.25}
{'loss': 0.3218, 'grad_norm': 89.0, 'learning_rate': 9.373815422659806e-06, 'rewards/chosen': 0.4818327724933624, 'rewards/rejected': -1.8131014108657837, 'rewards/accuracies': 0.75, 'rewards/margins': 2.2949342727661133, 'logps/chosen': -77.97438049316406, 'logps/rejected': -93.6766357421875, 'logits/chosen': -0.21984635293483734, 'logits/rejected': -0.2958036959171295, 'epoch': 0.25}
{'loss': 0.258, 'grad_norm': 56.75, 'learning_rate': 9.366629339803837e-06, 'rewards/chosen': 2.4618592262268066, 'rewards/rejected': 0.8693737983703613, 'rewards/accuracies': 1.0, 'rewards/margins': 1.5924854278564453, 'logps/chosen': -70.10364532470703, 'logps/rejected': -88.1113052368164, 'logits/chosen': -0.4597255289554596, 'logits/rejected': -0.570582926273346, 'epoch': 0.25}
{'loss': 0.4562, 'grad_norm': 93.0, 'learning_rate': 9.359405045215816e-06, 'rewards/chosen': 1.742335557937622, 'rewards/rejected': -1.2771164178848267, 'rewards/accuracies': 0.5, 'rewards/margins': 3.0194520950317383, 'logps/chosen': -57.650394439697266, 'logps/rejected': -120.80606079101562, 'logits/chosen': -0.008717738091945648, 'logits/rejected': -0.15159817039966583, 'epoch': 0.25}
{'loss': 0.0962, 'grad_norm': 39.75, 'learning_rate': 9.352142602114487e-06, 'rewards/chosen': 1.0132532119750977, 'rewards/rejected': -2.3364429473876953, 'rewards/accuracies': 1.0, 'rewards/margins': 3.349696159362793, 'logps/chosen': -43.131736755371094, 'logps/rejected': -97.52513885498047, 'logits/chosen': -0.7889586091041565, 'logits/rejected': -0.14989708364009857, 'epoch': 0.25}
{'loss': 0.1047, 'grad_norm': 38.5, 'learning_rate': 9.34484207405242e-06, 'rewards/chosen': 1.2386960983276367, 'rewards/rejected': -2.0070455074310303, 'rewards/accuracies': 1.0, 'rewards/margins': 3.245741605758667, 'logps/chosen': -69.59329986572266, 'logps/rejected': -94.96289825439453, 'logits/chosen': -0.19505149126052856, 'logits/rejected': -0.062499914318323135, 'epoch': 0.25}
{'loss': 0.3045, 'grad_norm': 66.0, 'learning_rate': 9.337503524915469e-06, 'rewards/chosen': 0.9786416292190552, 'rewards/rejected': -1.2181737422943115, 'rewards/accuracies': 0.75, 'rewards/margins': 2.196815252304077, 'logps/chosen': -53.26081466674805, 'logps/rejected': -78.48141479492188, 'logits/chosen': -0.1888676881790161, 'logits/rejected': -0.14018157124519348, 'epoch': 0.25}
                                                                                                                                  
{'loss': 0.6548, 'grad_norm': 96.5, 'learning_rate': 9.330127018922195e-06, 'rewards/chosen': 0.8052984476089478, 'rewards/rejected': -0.19000296294689178, 'rewards/accuracies': 0.5, 'rewards/margins': 0.9953013062477112, 'logps/chosen': -67.91157531738281, 'logps/rejected': -81.13568878173828, 'logits/chosen': -0.5525637269020081, 'logits/rejected': 0.10727892816066742, 'epoch': 0.25}
{'loss': 0.6224, 'grad_norm': 119.0, 'learning_rate': 9.322712620623318e-06, 'rewards/chosen': 1.5242851972579956, 'rewards/rejected': 1.2645153999328613, 'rewards/accuracies': 0.75, 'rewards/margins': 0.2597697973251343, 'logps/chosen': -37.464298248291016, 'logps/rejected': -48.33552551269531, 'logits/chosen': -0.01617145538330078, 'logits/rejected': 0.016890615224838257, 'epoch': 0.25}
{'loss': 0.3818, 'grad_norm': 80.5, 'learning_rate': 9.315260394901154e-06, 'rewards/chosen': 0.504555344581604, 'rewards/rejected': -0.5323938727378845, 'rewards/accuracies': 0.75, 'rewards/margins': 1.0369491577148438, 'logps/chosen': -64.18914794921875, 'logps/rejected': -72.76909637451172, 'logits/chosen': -0.611037015914917, 'logits/rejected': -0.735212504863739, 'epoch': 0.25}
{'loss': 0.3558, 'grad_norm': 51.5, 'learning_rate': 9.307770406969032e-06, 'rewards/chosen': 1.9550306797027588, 'rewards/rejected': -0.3231366276741028, 'rewards/accuracies': 0.75, 'rewards/margins': 2.278167247772217, 'logps/chosen': -53.57415008544922, 'logps/rejected': -66.5785903930664, 'logits/chosen': -0.4290221929550171, 'logits/rejected': -0.513657808303833, 'epoch': 0.25}
{'loss': 0.1767, 'grad_norm': 72.5, 'learning_rate': 9.300242722370735e-06, 'rewards/chosen': 0.3044074475765228, 'rewards/rejected': -1.9777361154556274, 'rewards/accuracies': 1.0, 'rewards/margins': 2.2821435928344727, 'logps/chosen': -94.2356948852539, 'logps/rejected': -118.86103057861328, 'logits/chosen': -0.7382586598396301, 'logits/rejected': -0.8596149682998657, 'epoch': 0.25}
{'loss': 0.4893, 'grad_norm': 120.5, 'learning_rate': 9.29267740697993e-06, 'rewards/chosen': 0.6013364791870117, 'rewards/rejected': -0.8359872698783875, 'rewards/accuracies': 0.75, 'rewards/margins': 1.437323808670044, 'logps/chosen': -62.06122970581055, 'logps/rejected': -74.33642578125, 'logits/chosen': -0.48889291286468506, 'logits/rejected': -0.6705558896064758, 'epoch': 0.26}
{'loss': 0.1233, 'grad_norm': 47.5, 'learning_rate': 9.285074526999577e-06, 'rewards/chosen': 1.003219723701477, 'rewards/rejected': -1.3433226346969604, 'rewards/accuracies': 1.0, 'rewards/margins': 2.3465423583984375, 'logps/chosen': -82.44617462158203, 'logps/rejected': -116.04779815673828, 'logits/chosen': -0.8123182058334351, 'logits/rejected': -0.6952345371246338, 'epoch': 0.26}
